,Date,Open,High,Low,Close,Adj Close,Volume
48,2019-05-24,126.910004,127.41999799999999,125.970001,126.239998,125.052765,14123400
49,2019-05-28,126.980003,128.0,126.050003,126.160004,124.97353400000001,23128400
50,2019-05-29,125.379997,125.389999,124.040001,124.940002,123.764999,22763100
51,2019-05-30,125.260002,125.760002,124.779999,125.730003,124.54756200000001,16829600
52,2019-05-31,124.230003,124.620003,123.32,123.68,122.516846,26646800
53,2019-06-03,123.849998,124.370003,119.010002,119.839996,118.712952,37983600
54,2019-06-04,121.279999,123.279999,120.650002,123.160004,122.00173999999998,29382600
55,2019-06-05,124.949997,125.870003,124.209999,125.83000200000001,124.646629,24926100
56,2019-06-06,126.440002,127.970001,125.599998,127.82,126.61791200000002,21459000
57,2019-06-07,129.190002,132.25,128.259995,131.399994,130.16423,33885600
58,2019-06-10,132.399994,134.080002,132.0,132.600006,131.35296599999998,26477100
59,2019-06-11,133.880005,134.240005,131.279999,132.100006,130.857666,23913700
60,2019-06-12,131.399994,131.970001,130.71000700000002,131.490005,130.253403,17084700
61,2019-06-13,131.979996,133.0,131.559998,132.320007,131.075592,17200800
62,2019-06-14,132.259995,133.78999299999998,131.639999,132.449997,131.204376,17821700
63,2019-06-17,132.630005,133.729996,132.529999,132.850006,131.600616,14517800
64,2019-06-18,134.190002,135.240005,133.570007,135.16000400000001,133.88888500000002,25934500
65,2019-06-19,135.0,135.929993,133.809998,135.690002,134.41391000000002,23744400
66,2019-06-20,137.449997,137.66000400000001,135.720001,136.949997,135.662033,33042600
67,2019-06-21,136.580002,137.729996,136.46000700000002,136.970001,135.68187,36727900
68,2019-06-24,137.0,138.399994,137.0,137.779999,136.48423799999998,20628800
69,2019-06-25,137.25,137.58999599999999,132.729996,133.429993,132.17514,33327400
70,2019-06-26,134.350006,135.740005,133.600006,133.929993,132.67044099999998,23657700
71,2019-06-27,134.139999,134.71000700000002,133.509995,134.149994,132.888367,16557500
72,2019-06-28,134.570007,134.600006,133.16000400000001,133.96000700000002,132.70018000000002,30043000
73,2019-07-01,136.630005,136.699997,134.970001,135.679993,134.403992,22654200
74,2019-07-02,136.119995,136.58999599999999,135.33999599999999,136.580002,135.295517,15237800
75,2019-07-03,136.800003,137.740005,136.28999299999998,137.46000700000002,136.167252,13629300
76,2019-07-05,135.940002,137.330002,135.720001,137.059998,135.77101100000002,18141100
77,2019-07-08,136.399994,137.100006,135.369995,136.96000700000002,135.671951,16779700
78,2019-07-09,136.0,136.970001,135.800003,136.46000700000002,135.17666599999998,19953100
79,2019-07-10,137.130005,138.580002,137.020004,137.850006,136.553604,24204400
80,2019-07-11,138.199997,139.220001,137.869995,138.399994,137.09840400000002,22327900
81,2019-07-12,138.850006,139.130005,138.009995,138.899994,137.593704,18936800
82,2019-07-15,139.440002,139.53999299999998,138.46000700000002,138.899994,137.593704,16651500
83,2019-07-16,138.96000700000002,139.050003,136.520004,137.080002,135.790817,22726100
84,2019-07-17,137.699997,137.929993,136.220001,136.270004,134.988449,20211000
85,2019-07-18,135.550003,136.619995,134.669998,136.419998,135.137039,30808700
86,2019-07-19,140.220001,140.669998,136.449997,136.619995,135.33514399999999,48992400
87,2019-07-22,137.41000400000001,139.190002,137.330002,138.429993,137.12811299999998,25074900
88,2019-07-23,139.759995,139.990005,138.029999,139.28999299999998,137.980042,18034600
89,2019-07-24,138.899994,140.740005,138.850006,140.720001,139.396591,20738300
90,2019-07-25,140.429993,140.610001,139.320007,140.190002,138.87158200000002,18356900
91,2019-07-26,140.369995,141.679993,140.300003,141.33999599999999,140.010757,19037600
92,2019-07-29,141.5,141.509995,139.369995,141.029999,139.703674,16605900
93,2019-07-30,140.139999,141.220001,139.800003,140.350006,139.030075,16846500
94,2019-07-31,140.330002,140.490005,135.080002,136.270004,134.988449,38598800
95,2019-08-01,137.0,140.940002,136.929993,138.059998,136.761597,40557500
96,2019-08-02,138.08999599999999,138.320007,135.259995,136.899994,135.612503,30791600
97,2019-08-05,133.300003,133.929993,130.779999,132.21000700000002,130.966629,42749600
98,2019-08-06,133.800003,135.679993,133.21000700000002,134.690002,133.42330900000002,32696700
99,2019-08-07,133.78999299999998,135.649994,131.830002,135.279999,134.00773600000002,33414500
100,2019-08-08,136.600006,138.990005,135.929993,138.889999,137.583801,27496500
101,2019-08-09,138.610001,139.380005,136.46000700000002,137.71000700000002,136.414917,23466700
102,2019-08-12,137.070007,137.860001,135.240005,135.78999299999998,134.512939,20476600
103,2019-08-13,136.050003,138.800003,135.0,138.600006,137.296539,25154600
104,2019-08-14,136.360001,136.919998,133.669998,133.979996,133.161926,32527300
105,2019-08-15,134.389999,134.580002,132.25,133.679993,132.863754,28074400
106,2019-08-16,134.880005,136.46000700000002,134.720001,136.130005,135.298813,24449100
107,2019-08-19,137.850006,138.550003,136.889999,138.41000400000001,137.564896,24355700
108,2019-08-20,138.21000700000002,138.71000700000002,137.240005,137.259995,136.421906,21170800
109,2019-08-21,138.550003,139.490005,138.0,138.78999299999998,137.942551,14970300
110,2019-08-22,138.66000400000001,139.199997,136.28999299999998,137.779999,136.938721,18697000
111,2019-08-23,137.190002,138.350006,132.800003,133.389999,132.575531,38508600
112,2019-08-26,134.990005,135.559998,133.899994,135.449997,134.62295500000002,20312600
113,2019-08-27,136.389999,136.720001,134.66000400000001,135.740005,134.911179,23102100
114,2019-08-28,134.880005,135.759995,133.550003,135.559998,134.732269,17393300
115,2019-08-29,137.25,138.440002,136.91000400000001,138.119995,137.27664199999998,20168700
116,2019-08-30,139.149994,139.179993,136.270004,137.860001,137.01825,23940100
117,2019-09-03,136.610001,137.199997,135.699997,136.03999299999998,135.209351,18869300
118,2019-09-04,137.300003,137.690002,136.479996,137.630005,136.789658,17995900
119,2019-09-05,139.110001,140.380005,138.759995,140.050003,139.19487,26101800
120,2019-09-06,140.029999,140.179993,138.199997,139.100006,138.25067099999998,20824500
121,2019-09-09,139.58999599999999,139.75,136.46000700000002,137.520004,136.680328,25773900
122,2019-09-10,136.800003,136.889999,134.509995,136.080002,135.249115,28903400
123,2019-09-11,135.91000400000001,136.270004,135.08999599999999,136.119995,135.288849,24726100
124,2019-09-12,137.850006,138.419998,136.869995,137.520004,136.680328,27010000
125,2019-09-13,137.779999,138.059998,136.570007,137.320007,136.481537,22902300
126,2019-09-16,135.830002,136.699997,135.66000400000001,136.330002,135.49758899999998,16731400
127,2019-09-17,136.96000700000002,137.520004,136.429993,137.389999,136.551117,17814200
128,2019-09-18,137.360001,138.669998,136.529999,138.520004,137.67421000000002,23982100
129,2019-09-19,140.300003,142.369995,140.070007,141.070007,140.208649,35772100
130,2019-09-20,141.009995,141.649994,138.25,139.440002,138.588593,39167300
131,2019-09-23,139.229996,139.630005,138.440002,139.139999,138.290421,17139300
132,2019-09-24,140.360001,140.690002,136.880005,137.380005,136.54118300000002,29773200
133,2019-09-25,137.5,139.96000700000002,136.029999,139.360001,138.509079,21382000
134,2019-09-26,139.440002,140.179993,138.440002,139.53999299999998,138.687973,17456600
135,2019-09-27,140.149994,140.360001,136.649994,137.729996,136.889023,22477700
136,2019-09-30,138.050003,139.220001,137.779999,139.029999,138.18109099999998,17280900
137,2019-10-01,139.66000400000001,140.25,137.0,137.070007,136.233078,21466600
138,2019-10-02,136.25,136.369995,133.580002,134.649994,133.82783500000002,30521700
139,2019-10-03,134.949997,136.75,133.220001,136.279999,135.447891,24132900
140,2019-10-04,136.75,138.25,136.419998,138.119995,137.27664199999998,22897700
141,2019-10-07,137.139999,138.179993,137.020004,137.119995,136.28276100000002,15303700
142,2019-10-08,137.080002,137.759995,135.619995,135.669998,134.841614,25550500
143,2019-10-09,137.46000700000002,138.699997,136.970001,138.240005,137.39592,19749900
144,2019-10-10,138.490005,139.669998,138.25,139.100006,138.25067099999998,17654600
145,2019-10-11,140.119995,141.029999,139.5,139.679993,138.82711799999998,25446000
146,2019-10-14,139.690002,140.28999299999998,139.520004,139.550003,138.697922,13304300
147,2019-10-15,140.059998,141.78999299999998,139.809998,141.570007,140.70559699999998,19695700
148,2019-10-16,140.78999299999998,140.990005,139.529999,140.41000400000001,139.552673,20751600
149,2019-10-17,140.949997,141.419998,139.020004,139.690002,138.837067,21460600
150,2019-10-18,139.759995,140.0,136.559998,137.41000400000001,136.570984,32273500
151,2019-10-21,138.449997,138.5,137.009995,138.429993,137.584747,20078200
152,2019-10-22,138.970001,140.009995,136.259995,136.369995,135.53733799999998,27431000
153,2019-10-23,136.880005,137.449997,135.610001,137.240005,136.402039,29844600
154,2019-10-24,139.389999,140.419998,138.669998,139.940002,139.085556,37029300
155,2019-10-25,139.33999599999999,141.139999,139.199997,140.729996,139.870712,25959700
156,2019-10-28,144.399994,145.669998,143.509995,144.190002,143.30960100000001,35280100
157,2019-10-29,144.080002,144.5,142.649994,142.830002,141.957901,20589500
158,2019-10-30,143.520004,145.0,142.78999299999998,144.610001,143.727036,18496600
159,2019-10-31,144.899994,144.929993,142.990005,143.369995,142.494583,24605100
160,2019-11-01,144.259995,144.419998,142.970001,143.720001,142.842468,33128400
161,2019-11-04,144.830002,145.0,144.16000400000001,144.550003,143.667404,16912000
162,2019-11-05,144.970001,145.020004,143.91000400000001,144.46000700000002,143.577957,18250200
163,2019-11-06,144.369995,144.520004,143.199997,144.059998,143.180374,16575800
164,2019-11-07,143.83999599999999,144.880005,143.770004,144.259995,143.37915,17786700
165,2019-11-08,143.979996,145.990005,143.759995,145.96000700000002,145.06878700000001,16732700
166,2019-11-11,145.33999599999999,146.419998,144.729996,146.110001,145.217865,14362600
167,2019-11-12,146.279999,147.570007,146.059998,147.070007,146.17201200000002,18641600
168,2019-11-13,146.740005,147.46000700000002,146.279999,147.309998,146.410538,16919200
169,2019-11-14,147.020004,148.41000400000001,147.0,148.059998,147.15596000000002,19729800
170,2019-11-15,148.929993,149.990005,148.270004,149.970001,149.054306,23485700
171,2019-11-18,150.070007,150.550003,148.979996,150.33999599999999,149.422043,21534000
172,2019-11-19,150.880005,151.330002,150.199997,150.389999,149.471725,23935700
173,2019-11-20,150.309998,150.83999599999999,148.46000700000002,149.619995,149.212433,25696800
174,2019-11-21,149.399994,149.800003,148.5,149.479996,149.072815,18576100
175,2019-11-22,150.070007,150.300003,148.820007,149.58999599999999,149.182526,15901800
176,2019-11-25,150.0,151.350006,149.919998,151.229996,150.81805400000002,22420900
177,2019-11-26,151.360001,152.419998,151.320007,152.029999,151.615875,24620100
178,2019-11-27,152.330002,152.5,151.520004,152.320007,151.90509,15184400
179,2019-11-29,152.100006,152.300003,151.279999,151.380005,150.967651,11977300
180,2019-12-02,151.809998,151.830002,148.320007,149.550003,149.142639,27418400
181,2019-12-03,147.490005,149.429993,146.649994,149.309998,148.90329,24066000
182,2019-12-04,150.139999,150.179993,149.199997,149.850006,149.44181799999998,17574700
183,2019-12-05,150.050003,150.320007,149.479996,149.929993,149.521591,17869100
184,2019-12-06,150.990005,151.869995,150.270004,151.75,151.336639,16403500
185,2019-12-09,151.070007,152.21000700000002,150.91000400000001,151.360001,150.947708,16687400
186,2019-12-10,151.28999299999998,151.889999,150.759995,151.130005,150.718338,16476100
187,2019-12-11,151.53999299999998,151.869995,150.330002,151.699997,151.286774,18856600
188,2019-12-12,151.649994,153.440002,151.020004,153.240005,152.822586,24612100
189,2019-12-13,153.0,154.889999,152.830002,154.529999,154.10907,23845400
190,2019-12-16,155.110001,155.899994,154.820007,155.529999,155.106339,24144200
191,2019-12-17,155.449997,155.71000700000002,154.449997,154.690002,154.268631,25425600
192,2019-12-18,154.300003,155.479996,154.179993,154.369995,153.949509,24129200
193,2019-12-19,154.0,155.770004,153.75,155.71000700000002,155.28585800000002,24958900
194,2019-12-20,157.350006,158.490005,156.28999299999998,157.41000400000001,156.981232,53477500
195,2019-12-23,158.119995,158.119995,157.270004,157.41000400000001,156.981232,17718200
196,2019-12-24,157.479996,157.71000700000002,157.119995,157.380005,156.951309,8989200
197,2019-12-26,157.559998,158.729996,157.399994,158.669998,158.23779299999998,14520600
198,2019-12-27,159.449997,159.550003,158.220001,158.96000700000002,158.527008,18412800
199,2019-12-30,158.990005,159.020004,156.729996,157.58999599999999,157.160736,16348400
200,2019-12-31,156.770004,157.770004,156.449997,157.699997,157.270432,18369400
201,2020-01-02,158.779999,160.729996,158.330002,160.619995,160.18248,22622100
202,2020-01-03,158.320007,159.949997,158.059998,158.619995,158.187927,21116200
203,2020-01-06,157.080002,159.100006,156.509995,159.029999,158.596817,20813700
204,2020-01-07,159.320007,159.669998,157.320007,157.580002,157.150772,21634100
205,2020-01-08,158.929993,160.800003,157.949997,160.08999599999999,159.65391499999998,27746500
206,2020-01-09,161.83999599999999,162.220001,161.029999,162.08999599999999,161.64846799999998,21385000
207,2020-01-10,162.820007,163.220001,161.179993,161.33999599999999,160.900513,20725900
208,2020-01-13,161.759995,163.309998,161.259995,163.279999,162.835236,21626500
209,2020-01-14,163.389999,163.600006,161.720001,162.130005,161.68837,23477400
210,2020-01-15,162.619995,163.940002,162.570007,163.179993,162.735504,21417900
211,2020-01-16,164.350006,166.240005,164.029999,166.169998,165.717361,23865400
212,2020-01-17,167.419998,167.470001,165.429993,167.100006,166.644836,34371700
213,2020-01-21,166.679993,168.190002,166.429993,166.5,166.046463,29517200
214,2020-01-22,167.399994,167.490005,165.679993,165.699997,165.248642,24138800
215,2020-01-23,166.190002,166.800003,165.270004,166.720001,166.26586899999998,19680800
216,2020-01-24,167.509995,167.529999,164.449997,165.03999299999998,164.590439,24918100
217,2020-01-27,161.149994,163.380005,160.199997,162.279999,161.837952,32078100
218,2020-01-28,163.779999,165.759995,163.070007,165.46000700000002,165.009308,24899900
219,2020-01-29,167.83999599999999,168.75,165.690002,168.03999299999998,167.58226000000002,34754500
220,2020-01-30,174.050003,174.050003,170.78999299999998,172.779999,172.309357,51597500
221,2020-01-31,172.21000700000002,172.399994,169.580002,170.229996,169.76629599999998,36142700
222,2020-02-03,170.429993,174.5,170.399994,174.380005,173.904999,30149100
223,2020-02-04,177.139999,180.639999,176.309998,180.119995,179.62936399999998,36433300
224,2020-02-05,184.029999,184.199997,178.41000400000001,179.899994,179.40995800000002,39186300
225,2020-02-06,180.970001,183.820007,180.059998,183.630005,183.129807,27751400
226,2020-02-07,182.850006,185.630005,182.479996,183.889999,183.389099,33529100
227,2020-02-10,183.580002,188.83999599999999,183.25,188.699997,188.18598899999998,35844300
228,2020-02-11,190.649994,190.699997,183.5,184.440002,183.937607,53159900
229,2020-02-12,185.580002,185.850006,181.850006,184.71000700000002,184.206863,47062900
230,2020-02-13,183.080002,186.229996,182.869995,183.71000700000002,183.209595,35295800
231,2020-02-14,183.25,185.41000400000001,182.649994,185.350006,184.845123,23149500
232,2020-02-18,185.610001,187.699997,185.5,187.229996,186.720001,27792200
233,2020-02-19,188.059998,188.179993,186.470001,187.279999,187.279999,29997500
234,2020-02-20,186.949997,187.25,181.100006,184.419998,184.419998,36862400
235,2020-02-21,183.169998,183.5,177.25,178.58999599999999,178.58999599999999,48572600
236,2020-02-24,167.770004,174.550003,163.229996,170.889999,170.889999,68311100
237,2020-02-25,174.199997,174.83999599999999,167.649994,168.070007,168.070007,68073300
238,2020-02-26,169.71000700000002,173.259995,168.21000700000002,170.169998,170.169998,56206100
239,2020-02-27,163.320007,167.029999,157.979996,158.179993,158.179993,93174900
240,2020-02-28,152.41000400000001,163.71000700000002,152.0,162.009995,162.009995,97073600
241,2020-03-02,165.309998,172.919998,162.309998,172.78999299999998,172.78999299999998,71030800
242,2020-03-03,173.800003,175.0,162.259995,164.509995,164.509995,71677000
243,2020-03-04,168.490005,170.699997,165.619995,170.550003,170.550003,49814400
244,2020-03-05,166.050003,170.869995,165.690002,166.270004,166.270004,47817300
245,2020-03-06,162.610001,163.110001,156.0,161.570007,161.570007,72821100
246,2020-03-09,151.0,157.75,150.0,150.619995,150.619995,70419300
247,2020-03-10,158.16000400000001,161.029999,152.580002,160.919998,160.919998,65354400
248,2020-03-11,157.130005,157.699997,151.149994,153.630005,153.630005,56371600
249,2020-03-12,145.300003,153.470001,138.580002,139.059998,139.059998,93226400
250,2020-03-13,147.5,161.91000400000001,140.729996,158.830002,158.830002,92529900
